﻿지하철역ID,출입구번호,정류장ID,주변건물,출구와정류장간이동거리,지하철역X좌표,지하철역Y좌표
﻿1069073116,﻿4,﻿167000079,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿83,﻿175456.69293,﻿447906.19972
﻿1069073116,﻿4,﻿167000081,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿81,﻿175494.03219,﻿447914.22884
﻿1069073116,﻿4,﻿167000093,﻿하나은행.북인천세무서.제일은행·농협.카리스호텔.삼성전자서비스센터.전자랜드.엘지전자서비스센터,﻿197,﻿175457.88129,﻿448027.00002
﻿1069073116,﻿5,﻿167000401,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿148,﻿175415.30592,﻿447960.82482
﻿1069073116,﻿5,﻿167000433,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿88,﻿175381.62795,﻿447858.44074
﻿1069073116,﻿5,﻿167000561,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿95,﻿175411.62596,﻿447901.15924
﻿1069073116,﻿5,﻿167000562,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿120,﻿175524.64372,﻿447920.68587
﻿1069073116,﻿5,﻿167000057,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿98,﻿175454.76741,﻿447720.08794
﻿1069073116,﻿5,﻿167000062,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿36,﻿175492.0073,﻿447801.38625
﻿1069073116,﻿5,﻿167000079,﻿KT계양지점.작전2동치안센터.효성초등학교.현대4차아파트.홈플러스·하이마트.한마음병원.진명스포아트,﻿87,﻿175456.69293,﻿447906.19972
﻿1063075129,﻿1,﻿222001330,﻿조안면체육공원.조안면복지회관.진중생태문화회관.조안보건지소.진중리생태마을.운길산.진중삼거리.양수교.진중리.조안리.수종사,﻿196,﻿227550.20947,﻿450492.40786
﻿1063075129,﻿1,﻿222001329,﻿조안면체육공원.조안면복지회관.진중생태문화회관.조안보건지소.진중리생태마을.운길산.진중삼거리.양수교.진중리.조안리.수종사,﻿145,﻿227524.64161,﻿450539.75389
﻿1063075129,﻿1,﻿222001274,﻿조안면체육공원.조안면복지회관.진중생태문화회관.조안보건지소.진중리생태마을.운길산.진중삼거리.양수교.진중리.조안리.수종사,﻿184,﻿227574.94839,﻿450541.68804
﻿1063075129,﻿1,﻿222001275,﻿조안면체육공원.조안면복지회관.진중생태문화회관.조안보건지소.진중리생태마을.운길산.진중삼거리.양수교.진중리.조안리.수종사,﻿164,﻿227569.46261,﻿450574.43117
﻿1063075129,﻿2,﻿222001330,﻿조안면체육공원.조안면복지회관.진중생태문화회관.조안보건지소.진중리생태마을.운길산.진중삼거리.양수교.진중리.조안리.수종사,﻿192,﻿227550.20947,﻿450492.40786
﻿1075075217,﻿1,﻿122000117,﻿삼성래미안.도곡렉슬아파트. 숙명여중고교. 중앙대부속고교. 서울대도초등학교. 도곡주공아파트,﻿108,﻿204871.7,﻿443610.8
﻿1075075217,﻿1,﻿122000129,﻿삼성래미안.도곡렉슬아파트. 숙명여중고교. 중앙대부속고교. 서울대도초등학교. 도곡주공아파트,﻿95,﻿204928.5,﻿443429.6
﻿1075075217,﻿1,﻿122000125,﻿삼성래미안.도곡렉슬아파트. 숙명여중고교. 중앙대부속고교. 서울대도초등학교. 도곡주공아파트,﻿137,﻿205000.3,﻿443532.6
﻿1069073110,﻿1,﻿167000357,﻿계양1동 주민센터.장기치안센터.계양1동 우체국.계양초등학교.계양중학교.계양1동 보건소.장기119안전센터.계양1동 주민센터.장기치안센터.계양1동 우체국.계양초등학교.계양중학교.계양1동 보건소.장기119안전센터,﻿91,﻿176743.78931,﻿452389.36062
﻿1069073112,﻿1,﻿167000309,﻿박촌동.동양동.제일맨션.한화아파트.풍림아파트.동양주공아파트,﻿43,﻿177491.40523,﻿450620.50887
﻿1009000918,﻿2,﻿119000064,﻿수원지공원.한강대교,﻿111,﻿195906.8,﻿445843.1
﻿1071075258,﻿2,﻿0,﻿문화공원. 인천문남초등학교. 문남공원. 연수1동주민센터. 인천중앙초등학교. 연수도서관,﻿0,﻿171593.3,﻿435468.1
﻿1004000423,﻿4,﻿101000052,﻿교통방송. 남산골한옥마을. 남산케이블카. 매일경제 미디어센터. 문학의집. 서울시건설안전관리본부. 서울시정개발연구원. 서울시티투어 버스타는 곳. 서울유스호스텔. 서울종합방재센터. 서울특별시 남산별관. 서울특별시 소방방재본부. 아스토리아호텔. 우리은행. 중부세무서. 진실.화해를 위한 과거사정리 위원회. 충무지구대. 퇴계로파출소,﻿104,﻿199269.3,﻿451303.3
﻿1004000422,﻿8,﻿101000070,﻿을지로6가우체국. 을지전화국. 평안빌딩,﻿143,﻿200563.4,﻿451842.4
﻿1006000635,﻿11,﻿101000079,﻿근로복지공단서울본부. 서울지방노동청. 성동공업고등학교. 중앙시장. 서울지방노동청,﻿185,﻿201391.8,﻿452094.8
﻿1075075228,﻿3,﻿206000026,﻿중앙공원,﻿84,﻿211007.84563,﻿431672.54812
﻿1075075228,﻿3,﻿206000080,﻿중앙공원,﻿192,﻿210865.84386,﻿431852.54439
﻿1075075228,﻿4,﻿206000026,﻿분당구청.롯데마트.성남교육청,﻿176,﻿211007.84563,﻿431672.54812
﻿1007000754,﻿5,﻿59022,﻿,﻿176,﻿180171.52585,﻿445134.87885
﻿1007000754,﻿7,﻿210000107,﻿부천부흥중학교. 심원고등학교. 옥산초등학교. 중3동 주민센터. 여강꾸러기병원,﻿157,﻿180457.41039,﻿444848.56365
﻿1007000755,﻿1,﻿210000406,﻿이마트 중동점. 부천시청,﻿117,﻿179290.64837,﻿445042.49707
﻿1007000755,﻿2,﻿210000043,﻿이마트 중동점. 경기국제통상 고등학교. 부명고등학교,﻿132,﻿179047.89235,﻿444897.92792
﻿1007000755,﻿3,﻿210000161,﻿현대백화점 중동점. CGV 부천점. 빕스 중동점. 부천 우체국. 안중근 공원,﻿78,﻿178885.36792,﻿445111.65034
﻿1008000816,﻿4,﻿123000007,﻿가락1동.가락1차아파트(100).가락초등학교(50).가락초등학교(500).엄마손 백화점 (엄마손 웨딩부페)(700),﻿40,﻿209888.3,﻿444538.7
﻿1008000816,﻿4,﻿123000008,﻿가락1동.가락1차아파트(100).가락초등학교(50).가락초등학교(500).엄마손 백화점 (엄마손 웨딩부페)(700),﻿48,﻿209834.7,﻿444582.0
﻿1008000816,﻿4,﻿123000540,﻿가락1동.가락1차아파트(100).가락초등학교(50).가락초등학교(500).엄마손 백화점 (엄마손 웨딩부페)(700),﻿14,﻿209839.3,﻿444547.2
﻿1009000929,﻿7,﻿122000656,﻿코엑스. 아셈타워. 코엑스몰,﻿169,﻿205247.2,﻿446040.2
﻿1009000929,﻿7,﻿122900015,﻿코엑스. 아셈타워. 코엑스몰,﻿234,﻿205247.2,﻿446040.2
﻿1009000929,﻿7,﻿122000095,﻿코엑스. 아셈타워. 코엑스몰,﻿260,﻿205247.2,﻿446040.2
﻿1009000930,﻿9,﻿123000066,﻿송파문화예술회관. 잠실7동주민센터. 아시아선수촌아파트,﻿113,﻿206853.7,﻿445740.8
﻿1009000930,﻿9,﻿123000490,﻿송파문화예술회관. 잠실7동주민센터. 아시아선수촌아파트,﻿194,﻿206853.7,﻿445740.8
﻿1009000920,﻿8,﻿119000133,﻿국립현충원,﻿66,﻿197959.2,﻿444836.1
﻿1009000920,﻿9,﻿119000041,﻿흑석동방면(한강현대아파트). 한강공원. 동작119,﻿146,﻿197935.8,﻿444863.8
﻿1009000920,﻿9,﻿119000132,﻿흑석동방면(한강현대아파트). 한강공원. 동작119,﻿190,﻿197926.8,﻿444809.8
﻿1009000920,﻿9,﻿119000133,﻿흑석동방면(한강현대아파트). 한강공원. 동작119,﻿182,﻿197959.2,﻿444836.1
﻿1009000921,﻿2,﻿121000024,﻿우리은행,﻿193,﻿199018.5,﻿444691.6
﻿1007000718,﻿7,﻿106000119,﻿국민은행. 소망공원. 묵동아이파크아파트. 월드메르디앙아파트. 동구햇살아파트,﻿64,﻿206881.9,﻿456926.7
﻿1007000718,﻿7,﻿106000120,﻿국민은행. 소망공원. 묵동아이파크아파트. 월드메르디앙아파트. 동구햇살아파트,﻿128,﻿206868.4,﻿457007.3
﻿1007000718,﻿7,﻿106000285,﻿국민은행. 소망공원. 묵동아이파크아파트. 월드메르디앙아파트. 동구햇살아파트,﻿151,﻿206683.3,﻿456905.2
﻿1069073126,﻿2,﻿163000513,﻿신세계백화점.국민은행. 우리은행. 신한은행.남동경찰서.남인천세무서.국민연금인천회관.뉴코아아울렛.신영증권. 부국증권.교보문고.보훈청.기업은행. 외환은행.한국토지공사,﻿157,﻿173593.25,﻿438227.67
﻿1069073126,﻿2,﻿163000215,﻿신세계백화점.국민은행. 우리은행. 신한은행.남동경찰서.남인천세무서.국민연금인천회관.뉴코아아울렛.신영증권. 부국증권.교보문고.보훈청.기업은행. 외환은행.한국토지공사,﻿121,﻿173569.72096,﻿438051.11504
﻿1069073126,﻿3,﻿163000513,﻿인천버스터미널.농수산물도매시장,﻿194,﻿173593.25,﻿438227.67
﻿1075075241,﻿7,﻿203000146,﻿수원영통 우체국. 농협,﻿118,﻿205080.14024,﻿416222.57595
﻿1075075241,﻿7,﻿203000245,﻿수원영통 우체국. 농협,﻿121,﻿205172.03925,﻿416240.56759
﻿1075075232,﻿1,﻿206000215,﻿대한주택공사.주거문화원,﻿67,﻿209641.61703,﻿426779.22346
﻿1006000622,﻿10,﻿35949,﻿,﻿185,﻿198083.8,﻿452283.5
﻿1006000622,﻿10,﻿100000025,﻿메세나폴리스,﻿176,﻿197913.9,﻿452261.1
﻿1006000622,﻿10,﻿100000030,﻿메세나폴리스,﻿8,﻿197855.9,﻿452320.3
﻿1006000622,﻿10,﻿100000031,﻿메세나폴리스,﻿148,﻿197930.0,﻿452573.2
﻿1001080170,﻿1,﻿0,﻿일봉주민센터. 일봉초등학교,﻿0,﻿212109.6,﻿366961.5
﻿1007000730,﻿2,﻿122000102,﻿엄.디자인사랑 미술학원.에스케이 텔레콤.외환은행 강남구청역지점.제일은행 강남지점.학동초등학교.호텔아미가,﻿158,﻿203766.4,﻿446423.6
﻿1007000730,﻿2,﻿122000635,﻿엄.디자인사랑 미술학원.에스케이 텔레콤.외환은행 강남구청역지점.제일은행 강남지점.학동초등학교.호텔아미가,﻿110,﻿203702.2,﻿446448.7
﻿1007000730,﻿2,﻿122000665,﻿엄.디자인사랑 미술학원.에스케이 텔레콤.외환은행 강남구청역지점.제일은행 강남지점.학동초등학교.호텔아미가,﻿192,﻿203695.8,﻿446210.2
﻿1007000730,﻿2,﻿122000666,﻿엄.디자인사랑 미술학원.에스케이 텔레콤.외환은행 강남구청역지점.제일은행 강남지점.학동초등학교.호텔아미가,﻿183,﻿203716.3,﻿446232.8
﻿1007000730,﻿3,﻿122000027,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿147,﻿203592.4,﻿446559.7
﻿1007000730,﻿3,﻿122000028,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿57,﻿203540.0,﻿446395.0
﻿1007000730,﻿3,﻿122000035,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿64,﻿203559.0,﻿446358.9
﻿1007000730,﻿3,﻿122000075,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿196,﻿203783.8,﻿446467.0
﻿1007000730,﻿3,﻿122000076,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿132,﻿203625.4,﻿446541.4
﻿1007000730,﻿3,﻿122000102,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿172,﻿203766.4,﻿446423.6
﻿1007000730,﻿3,﻿122000635,﻿논현2동.논현2동사무소.도산공원.영동한의원.한국장애인고용공단서울남부사무소,﻿113,﻿203702.2,﻿446448.7
﻿1009000911,﻿2,﻿114000252,﻿식품의약품안전청.목원초등학교.목동119안전센터,﻿182,﻿189506.6,﻿449280.4
﻿1009000911,﻿2,﻿114000255,﻿식품의약품안전청.목원초등학교.목동119안전센터,﻿26,﻿189679.7,﻿449354.1
﻿1009000911,﻿2,﻿114000294,﻿식품의약품안전청.목원초등학교.목동119안전센터,﻿47,﻿189708.2,﻿449359.4
﻿1009000911,﻿2,﻿114000420,﻿식품의약품안전청.목원초등학교.목동119안전센터,﻿39,﻿189702.4,﻿449371.4
﻿1009000911,﻿2,﻿114000421,﻿식품의약품안전청.목원초등학교.목동119안전센터,﻿50,﻿189689.0,﻿449332.3
﻿1009000911,﻿3,﻿114000017,﻿안양천산책로,﻿92,﻿189603.2,﻿449383.0
﻿1004000445,﻿3,﻿225000143,﻿도장초등학교. 도장파출소. 수리고등학교. 능내초등학교,﻿35,﻿193376.29109,﻿427916.05164
﻿1004000445,﻿1,﻿225000050,﻿군포소방서. 군포시청. 도장우체국. 오금초등학교,﻿90,﻿193439.95868,﻿427823.05766
﻿1071075257,﻿4,﻿0,﻿연수종합사회복지관. 연수중학교. 중앙초등학교. 연수2동주민센터. 인천연수고등학교. 연수1차.2차아파트,﻿0,﻿172235.8,﻿434899.2
﻿1004000435,﻿5,﻿220000018,﻿과천동방면. 서울경마공원. 공영주차장. 광창마을,﻿55,﻿200234.15175,﻿439106.66029
﻿1075075223,﻿5,﻿204000021,﻿성남방면버스정류장. 복정초소,﻿60,﻿211190.80215,﻿438817.85721
﻿1004000438,﻿7,﻿220000007,﻿과천여고. 과천외국어고등학교. 과천중학교. 과천초등학교. 관악산입구. 시흥향교,﻿230,﻿199585.31274,﻿437022.80111
﻿1069073124,﻿9,﻿0,﻿KT인천지사. 남인천우체국. 중앙공원. 한진아파트. 간석마을풍림아파트. 성락아파트,﻿0,﻿173636.2,﻿439968.6
﻿1001000161,﻿1,﻿0,﻿연안부두. 월미도. 인천광역시종합관광안내소. 자유공원. 중구청. 화교거리. 북성동주민센터. 인천시남부교육지원청. 인천중부경찰서,﻿0,﻿166133.5,﻿441899.4
﻿1001080152,﻿1,﻿0,﻿부곡 중앙 초등학교. 부곡1단지휴면시아아파트,﻿0,﻿195202.7,﻿424686.5
﻿1001080154,﻿1,﻿0,﻿경기대학교. 상공회의소. 수성고등학교. 수원의료원. 숙지초.중.고등학교. KT&G. 화양초등학교,﻿0,﻿199054.8,﻿420657.7
﻿1001080161,﻿1,﻿0,﻿진위고등학교. 진위중학교. 진위파출소. 평택하북우편취급소. 예바다학교,﻿0,﻿205560.7,﻿401219.8
﻿1006000610,﻿2,﻿111000042,﻿서울기독대학교(373).역촌제2동.역촌초등학교(363),﻿58,﻿192504.4,﻿455503.2
﻿1006000610,﻿2,﻿111000043,﻿서울기독대학교(373).역촌제2동.역촌초등학교(363),﻿88,﻿192493.6,﻿455473.0
﻿1006000610,﻿2,﻿111000079,﻿서울기독대학교(373).역촌제2동.역촌초등학교(363),﻿165,﻿192514.3,﻿455381.6
﻿1004000439,﻿9,﻿220000025,﻿과천 시민회관,﻿40,﻿199120.32454,﻿436399.81695
﻿1004000439,﻿1,﻿220000005,﻿과천관광호텔. 중앙공원,﻿65,﻿199164.6276,﻿436375.16326
﻿1004000439,﻿10,﻿220000005,﻿과천 시민회관. 과천 시청,﻿65,﻿199179.73667,﻿436507.2685
﻿1004000439,﻿11,﻿220000005,﻿과천 소방서.경찰서. 관악산입구,﻿65,﻿199234.7535,﻿436530.48197
﻿1004000439,﻿2,﻿220000005,﻿별양동주민센터. 국민은행. 뉴코아백화점,﻿65,﻿199144.28395,﻿436342.80962
﻿1004000439,﻿3,﻿220000005,﻿과천 중앙고등학교. 시민회관,﻿65,﻿199065.69502,﻿436282.04965
﻿1004000439,﻿4,﻿220000005,﻿과천우체국. 우리은행. 하나은행,﻿65,﻿199094.13084,﻿436262.20374
﻿1004000439,﻿5,﻿220000005,﻿갈현동주민센터. 정보과학도서관,﻿65,﻿199080.07902,﻿436226.29809
﻿1004000439,﻿6,﻿220000005,﻿국사편찬위원회. 산업자원부기술표준원. 중앙선거관리위원회. 과천중앙고,﻿65,﻿199051.64015,﻿436253.24291
﻿1004000439,﻿7,﻿220000005,﻿정부과천청사. 잔디마당,﻿65,﻿199015.82336,﻿436278.38477
﻿1004000439,﻿8,﻿220000005,﻿정부과천청사,﻿65,﻿199034.88933,﻿436306.27986
﻿1004000439,﻿9,﻿220000005,﻿과천 시민회관,﻿65,﻿199120.32454,﻿436399.81695
﻿1004000439,﻿1,﻿220000004,﻿과천관광호텔. 중앙공원,﻿55,﻿199164.6276,﻿436375.16326
﻿1004000439,﻿10,﻿220000004,﻿과천 시민회관. 과천 시청,﻿55,﻿199179.73667,﻿436507.2685
﻿1004000439,﻿11,﻿220000004,﻿과천 소방서.경찰서. 관악산입구,﻿55,﻿199234.7535,﻿436530.48197
﻿1005080554,﻿6,﻿123000313,﻿거여아파트 1-6단지.거원초.중학교,﻿113,﻿212743.1,﻿443612.8
﻿1009000906,﻿3,﻿115000172,﻿선유도공원.올림픽대로방향,﻿109,﻿185896.7,﻿452186.6
﻿1009000906,﻿3,﻿115000173,﻿선유도공원.올림픽대로방향,﻿133,﻿185869.6,﻿452167.5
﻿1009000906,﻿3,﻿115000235,﻿선유도공원.올림픽대로방향,﻿159,﻿185942.4,﻿452013.7
﻿1009000906,﻿4,﻿115000128,﻿가양역방면.강서소방서,﻿81,﻿186005.1,﻿452176.5
﻿1009000906,﻿4,﻿115000172,﻿가양역방면.강서소방서,﻿160,﻿185896.7,﻿452186.6
﻿1007000753,﻿3,﻿210000183,﻿춘의동 주민센터. 우민늘사랑2차 아파트,﻿157,﻿181002.78043,﻿444909.26687
﻿1002000201,﻿12,﻿101000033,﻿경향신문사. 대한성공회. 덕수궁. 덕수궁미술관. 서울시립미술관. 서울시티투어 버스타는곳. 서울지방국세청 남대문별관. 서울특별시 의회별관. 서울특별시청 서소문별관(다산플라자). 세종문화회관. 시립미술관. 영국대사관. 정동극장. 제일화재빌딩. 조선일보사. 코리아나호텔,﻿168,﻿197940.7,﻿451452.4
﻿1006000636,﻿5,﻿100000136,﻿성동공고. 숭인2동주민센터. 청계천다산교. 동묘공원. 신설동종합시장. 한국통신,﻿198,﻿201247.1,﻿452578.6
